run_id,sf,query,time_offset_ms,power_w,gpu_util_pct,mem_used_mb,cpu_pkg_power_w,cpu_dram_power_w
h2o_sf1gb_q1,1gb,q1,27,51.54,0.0,15.0,111.3,1.9
h2o_sf1gb_q1,1gb,q1,134,51.6,0.0,16.0,103.6,1.8
h2o_sf1gb_q1,1gb,q1,233,51.77,0.0,18.0,103.8,1.8
h2o_sf1gb_q1,1gb,q1,308,51.74,0.0,283.0,106.3,1.9
h2o_sf1gb_q1,1gb,q1,383,51.99,0.0,283.0,110.2,1.9
h2o_sf1gb_q1,1gb,q1,458,51.99,0.0,283.0,108.0,1.8
h2o_sf1gb_q1,1gb,q1,531,51.99,0.0,283.0,109.6,1.8
h2o_sf1gb_q1,1gb,q1,606,52.12,0.0,283.0,107.3,1.8
h2o_sf1gb_q1,1gb,q1,680,52.13,0.0,283.0,108.2,1.8
h2o_sf1gb_q1,1gb,q1,754,52.14,0.0,283.0,108.3,1.8
h2o_sf1gb_q1,1gb,q1,833,52.14,0.0,283.0,108.4,1.9
h2o_sf1gb_q1,1gb,q1,907,51.58,0.0,283.0,107.8,1.9
h2o_sf1gb_q1,1gb,q1,982,51.53,0.0,283.0,110.3,1.8
h2o_sf1gb_q1,1gb,q1,1111,51.42,0.0,283.0,111.9,1.8
h2o_sf1gb_q1,1gb,q1,1185,51.42,0.0,283.0,107.8,1.8
h2o_sf1gb_q1,1gb,q1,1259,51.33,0.0,283.0,108.4,1.8
h2o_sf1gb_q1,1gb,q1,1335,51.33,0.0,283.0,108.1,1.8
h2o_sf1gb_q1,1gb,q1,1409,51.3,0.0,283.0,108.6,1.8
h2o_sf1gb_q1,1gb,q1,1483,51.09,0.0,283.0,109.0,1.8
h2o_sf1gb_q1,1gb,q1,1556,51.09,0.0,283.0,108.7,1.8
h2o_sf1gb_q1,1gb,q1,1630,51.09,0.0,283.0,107.2,1.8
h2o_sf1gb_q1,1gb,q1,1705,51.12,0.0,283.0,107.2,1.8
h2o_sf1gb_q1,1gb,q1,1779,51.15,0.0,283.0,109.1,1.8
h2o_sf1gb_q1,1gb,q1,1853,51.19,0.0,283.0,106.4,1.8
h2o_sf1gb_q1,1gb,q1,1927,51.19,0.0,283.0,107.6,1.8
h2o_sf1gb_q1,1gb,q1,2001,51.22,0.0,283.0,108.5,1.8
h2o_sf1gb_q1,1gb,q1,2077,51.2,0.0,283.0,107.6,1.8
h2o_sf1gb_q1,1gb,q1,2235,51.18,0.0,283.0,110.8,1.8
h2o_sf1gb_q1,1gb,q1,2310,51.26,0.0,283.0,109.0,1.8
h2o_sf1gb_q1,1gb,q1,2385,51.32,0.0,283.0,108.3,1.8
h2o_sf1gb_q1,1gb,q1,2460,51.35,0.0,283.0,109.7,1.9
h2o_sf1gb_q1,1gb,q1,2535,51.35,0.0,283.0,108.2,1.8
h2o_sf1gb_q1,1gb,q1,2610,51.35,0.0,283.0,106.3,1.8
h2o_sf1gb_q1,1gb,q1,2791,51.4,0.0,303.0,106.9,2.1
h2o_sf1gb_q1,1gb,q1,2867,51.55,0.0,15669.0,108.9,1.8
h2o_sf1gb_q1,1gb,q1,2945,51.89,0.0,15669.0,123.5,2.2
h2o_sf1gb_q1,1gb,q1,3022,51.89,0.0,15725.0,108.7,1.8
h2o_sf1gb_q1,1gb,q1,3099,55.63,0.0,5601.0,110.3,1.8
h2o_sf1gb_q1,1gb,q1,3257,60.87,0.0,5583.0,104.7,1.8
h2o_sf1gb_q1,1gb,q1,3380,60.85,0.0,5583.0,112.5,1.8
h2o_sf1gb_q1,1gb,q1,3456,60.89,0.0,5583.0,109.4,1.8
h2o_sf1gb_q1,1gb,q1,3531,60.89,0.0,5583.0,108.6,1.8
h2o_sf1gb_q1,1gb,q1,3608,61.83,0.0,5583.0,108.0,1.8
h2o_sf1gb_q1,1gb,q1,3683,61.82,0.0,5583.0,107.6,1.8
h2o_sf1gb_q1,1gb,q1,3759,61.82,0.0,5583.0,109.6,1.8
h2o_sf1gb_q1,1gb,q1,3834,61.82,0.0,5583.0,108.1,1.8
h2o_sf1gb_q1,1gb,q1,3910,61.65,0.0,5583.0,105.8,1.8
h2o_sf1gb_q1,1gb,q1,3988,61.31,0.0,5583.0,109.7,1.9
h2o_sf1gb_q1,1gb,q1,4139,60.92,0.0,459.0,104.0,1.9
h2o_sf1gb_q1,1gb,q1,4249,57.75,0.0,15.0,104.2,1.8
h2o_sf1gb_q1,1gb,q1,4380,52.24,0.0,18.0,103.8,1.8
h2o_sf1gb_q1,1gb,q1,4526,52.35,0.0,37.0,104.1,1.8
h2o_sf1gb_q1,1gb,q1,4600,52.34,0.0,283.0,109.8,1.9
h2o_sf1gb_q1,1gb,q1,4674,52.36,0.0,283.0,108.6,1.8
h2o_sf1gb_q1,1gb,q1,4748,52.34,0.0,283.0,109.9,1.8
h2o_sf1gb_q1,1gb,q1,4823,52.34,0.0,283.0,110.5,1.8
h2o_sf1gb_q1,1gb,q1,4897,52.32,0.0,283.0,108.6,1.8
h2o_sf1gb_q1,1gb,q1,4971,52.38,0.0,283.0,110.1,1.8
h2o_sf1gb_q1,1gb,q1,5045,52.25,0.0,283.0,108.7,1.8
h2o_sf1gb_q1,1gb,q1,5118,52.25,0.0,283.0,109.3,1.8
h2o_sf1gb_q1,1gb,q1,5192,51.56,0.0,283.0,107.4,1.8
h2o_sf1gb_q1,1gb,q1,5266,51.5,0.0,283.0,110.7,1.8
h2o_sf1gb_q1,1gb,q1,5340,51.33,0.0,283.0,108.8,1.8
h2o_sf1gb_q1,1gb,q1,5414,51.33,0.0,283.0,109.3,1.8
h2o_sf1gb_q1,1gb,q1,5488,51.3,0.0,283.0,108.8,1.8
h2o_sf1gb_q1,1gb,q1,5625,51.07,0.0,283.0,112.3,1.8
h2o_sf1gb_q1,1gb,q1,5698,51.13,0.0,283.0,110.0,1.8
h2o_sf1gb_q1,1gb,q1,5771,51.06,0.0,283.0,108.7,1.8
h2o_sf1gb_q1,1gb,q1,5844,51.04,0.0,283.0,110.7,1.8
h2o_sf1gb_q1,1gb,q1,5918,51.04,0.0,283.0,110.4,1.8
h2o_sf1gb_q1,1gb,q1,5991,51.04,0.0,283.0,110.5,1.8
h2o_sf1gb_q1,1gb,q1,6064,51.02,0.0,283.0,107.4,1.8
h2o_sf1gb_q1,1gb,q1,6137,51.02,0.0,283.0,109.1,1.8
h2o_sf1gb_q1,1gb,q1,6209,51.02,0.0,283.0,109.0,1.8
h2o_sf1gb_q1,1gb,q1,6283,51.0,0.0,283.0,110.5,1.9
h2o_sf1gb_q1,1gb,q1,6360,50.99,0.0,283.0,108.3,1.9
h2o_sf1gb_q1,1gb,q1,6434,50.99,0.0,283.0,109.2,1.8
h2o_sf1gb_q1,1gb,q1,6508,50.98,0.0,283.0,108.6,1.8
h2o_sf1gb_q1,1gb,q1,6582,50.97,0.0,283.0,107.2,1.8
h2o_sf1gb_q1,1gb,q1,6707,50.9,0.0,283.0,110.9,1.8
h2o_sf1gb_q1,1gb,q1,6780,50.99,0.0,283.0,110.7,1.8
h2o_sf1gb_q1,1gb,q1,6858,50.98,0.0,283.0,108.8,1.8
h2o_sf1gb_q1,1gb,q1,7036,50.99,0.0,303.0,108.0,2.1
h2o_sf1gb_q1,1gb,q1,7110,51.03,0.0,15669.0,108.4,1.8
h2o_sf1gb_q1,1gb,q1,7186,51.16,0.0,15669.0,124.0,2.2
h2o_sf1gb_q1,1gb,q1,7263,51.82,0.0,15729.0,108.2,1.8
h2o_sf1gb_q1,1gb,q1,7341,60.47,13.0,5595.0,110.9,1.8
h2o_sf1gb_q1,1gb,q1,7489,61.31,13.0,5583.0,104.9,1.8
h2o_sf1gb_q1,1gb,q1,7562,61.31,13.0,5583.0,108.5,1.8
h2o_sf1gb_q1,1gb,q1,7636,61.31,13.0,5583.0,107.5,1.8
h2o_sf1gb_q1,1gb,q1,7710,61.34,13.0,5583.0,105.4,1.7
h2o_sf1gb_q1,1gb,q1,7825,60.41,13.0,5583.0,111.7,1.8
h2o_sf1gb_q1,1gb,q1,7900,60.41,13.0,5583.0,107.1,1.8
h2o_sf1gb_q1,1gb,q1,7974,61.37,13.0,5583.0,110.4,1.8
h2o_sf1gb_q1,1gb,q1,8049,61.34,13.0,5583.0,111.1,1.8
h2o_sf1gb_q1,1gb,q1,8123,61.34,13.0,5583.0,108.8,1.8
h2o_sf1gb_q1,1gb,q1,8197,60.41,13.0,5583.0,106.6,1.8
h2o_sf1gb_q1,1gb,q1,8273,60.54,13.0,461.0,106.9,1.8
h2o_sf1gb_q1,1gb,q1,8384,60.33,9.0,15.0,103.1,1.9
h2o_sf1gb_q1,1gb,q1,8506,52.64,9.0,15.0,102.8,1.8
h2o_sf1gb_q1,1gb,q1,8604,52.11,9.0,18.0,102.2,1.8
h2o_sf1gb_q1,1gb,q1,8681,52.34,9.0,283.0,106.2,1.9
h2o_sf1gb_q1,1gb,q1,8756,52.52,9.0,283.0,107.7,1.8
h2o_sf1gb_q1,1gb,q1,8831,52.52,9.0,283.0,110.0,1.9
h2o_sf1gb_q1,1gb,q1,8965,52.4,1.0,283.0,111.1,1.8
