run_id,sf,query,time_offset_ms,power_w,gpu_util_pct,mem_used_mb,cpu_pkg_power_w,cpu_dram_power_w
tpch_sf2_q1,2,q1,26,48.21,0.0,15.0,108.1,2.0
tpch_sf2_q1,2,q1,116,46.67,0.0,16.0,104.0,1.8
tpch_sf2_q1,2,q1,219,45.61,0.0,33.0,103.9,1.8
tpch_sf2_q1,2,q1,296,38.43,0.0,3395.0,107.6,1.9
tpch_sf2_q1,2,q1,372,38.09,0.0,3395.0,105.8,1.8
tpch_sf2_q1,2,q1,447,38.09,0.0,3395.0,109.2,1.8
tpch_sf2_q1,2,q1,522,34.9,0.0,3395.0,108.8,1.8
tpch_sf2_q1,2,q1,597,34.89,0.0,3395.0,108.7,1.8
tpch_sf2_q1,2,q1,673,34.88,0.0,3395.0,108.0,1.8
tpch_sf2_q1,2,q1,749,34.88,0.0,3395.0,107.4,1.8
tpch_sf2_q1,2,q1,823,34.86,0.0,3395.0,107.1,1.8
tpch_sf2_q1,2,q1,898,34.81,0.0,3395.0,107.4,1.8
tpch_sf2_q1,2,q1,973,34.8,0.0,3395.0,108.5,1.8
tpch_sf2_q1,2,q1,1048,34.8,0.0,3395.0,107.1,1.8
tpch_sf2_q1,2,q1,1122,34.8,0.0,3395.0,106.0,1.8
tpch_sf2_q1,2,q1,1230,34.79,0.0,3403.0,107.8,2.1
tpch_sf2_q1,2,q1,1328,34.72,0.0,3453.0,106.0,1.8
tpch_sf2_q1,2,q1,1416,34.75,0.0,3647.0,104.4,1.9
tpch_sf2_q1,2,q1,1492,34.79,0.0,3437.0,107.4,1.8
tpch_sf2_q1,2,q1,1567,34.78,1.0,3437.0,107.1,1.8
tpch_sf2_q1,2,q1,1643,34.78,1.0,3437.0,108.2,1.8
tpch_sf2_q1,2,q1,1718,34.79,1.0,3437.0,106.8,1.8
tpch_sf2_q1,2,q1,1813,34.78,1.0,3437.0,102.8,1.8
tpch_sf2_q1,2,q1,1901,34.79,1.0,3437.0,105.8,1.9
tpch_sf2_q1,2,q1,1979,34.81,1.0,3441.0,101.4,1.9
tpch_sf2_q1,2,q1,2056,34.81,1.0,3441.0,103.7,2.0
tpch_sf2_q1,2,q1,2134,35.29,1.0,3441.0,103.4,2.0
tpch_sf2_q1,2,q1,2211,36.01,1.0,3441.0,104.0,1.9
tpch_sf2_q1,2,q1,2289,38.25,1.0,6553.0,105.5,1.8
tpch_sf2_q1,2,q1,2368,42.87,1.0,6553.0,106.2,1.8
tpch_sf2_q1,2,q1,2448,42.87,1.0,6555.0,116.5,2.4
tpch_sf2_q1,2,q1,2528,44.91,61.0,12783.0,108.6,1.9
tpch_sf2_q1,2,q1,2610,49.91,61.0,12789.0,105.3,1.8
tpch_sf2_q1,2,q1,2693,55.65,61.0,12789.0,108.5,1.9
tpch_sf2_q1,2,q1,2775,62.43,61.0,12789.0,106.0,1.8
tpch_sf2_q1,2,q1,2856,62.43,61.0,12789.0,107.3,1.8
tpch_sf2_q1,2,q1,2938,66.12,61.0,12789.0,104.9,1.8
tpch_sf2_q1,2,q1,3019,76.05,98.0,12789.0,106.1,1.8
tpch_sf2_q1,2,q1,3100,82.28,98.0,12789.0,108.6,1.8
tpch_sf2_q1,2,q1,3180,88.41,98.0,12789.0,106.9,1.8
tpch_sf2_q1,2,q1,3260,88.41,98.0,12789.0,107.5,1.8
tpch_sf2_q1,2,q1,3343,89.73,98.0,12789.0,107.1,1.8
tpch_sf2_q1,2,q1,3425,95.13,98.0,12789.0,106.8,1.8
tpch_sf2_q1,2,q1,3506,95.86,97.0,12789.0,108.3,1.8
tpch_sf2_q1,2,q1,3591,101.7,97.0,12789.0,108.3,1.8
tpch_sf2_q1,2,q1,3670,101.78,97.0,12789.0,108.4,1.8
tpch_sf2_q1,2,q1,3750,101.78,97.0,12789.0,105.5,1.8
tpch_sf2_q1,2,q1,3831,102.75,97.0,12789.0,106.1,1.8
tpch_sf2_q1,2,q1,3914,102.78,97.0,12789.0,108.3,1.8
tpch_sf2_q1,2,q1,3996,102.77,97.0,12789.0,107.2,1.8
tpch_sf2_q1,2,q1,4077,102.8,97.0,12789.0,108.1,1.8
tpch_sf2_q1,2,q1,4157,102.8,97.0,12789.0,105.4,1.7
tpch_sf2_q1,2,q1,4241,102.9,97.0,12789.0,107.0,1.8
tpch_sf2_q1,2,q1,4321,102.95,97.0,12789.0,107.5,1.8
tpch_sf2_q1,2,q1,4401,102.91,97.0,12789.0,109.3,1.8
tpch_sf2_q1,2,q1,4480,102.91,97.0,12789.0,107.7,1.8
tpch_sf2_q1,2,q1,4558,102.91,97.0,12789.0,107.5,1.8
tpch_sf2_q1,2,q1,4641,102.94,97.0,12789.0,107.7,1.8
tpch_sf2_q1,2,q1,4723,103.0,97.0,12789.0,108.8,1.8
tpch_sf2_q1,2,q1,4804,103.0,97.0,12789.0,107.4,1.8
tpch_sf2_q1,2,q1,4884,103.05,97.0,12789.0,106.2,1.8
tpch_sf2_q1,2,q1,4967,103.05,97.0,12789.0,107.9,1.7
tpch_sf2_q1,2,q1,5047,103.03,98.0,12789.0,107.1,1.8
tpch_sf2_q1,2,q1,5127,102.99,98.0,12789.0,108.7,1.8
tpch_sf2_q1,2,q1,5207,102.93,98.0,12789.0,108.0,1.8
tpch_sf2_q1,2,q1,5287,102.92,98.0,12789.0,108.3,1.8
tpch_sf2_q1,2,q1,5370,102.9,98.0,12789.0,106.8,1.8
tpch_sf2_q1,2,q1,5452,102.9,98.0,12789.0,108.7,1.8
tpch_sf2_q1,2,q1,5533,102.98,97.0,12789.0,107.2,1.8
tpch_sf2_q1,2,q1,5616,102.95,97.0,12789.0,108.8,1.8
tpch_sf2_q1,2,q1,5699,102.89,97.0,12789.0,108.6,1.8
tpch_sf2_q1,2,q1,5780,102.86,97.0,12789.0,107.4,1.8
tpch_sf2_q1,2,q1,5863,102.86,97.0,12789.0,109.9,1.8
tpch_sf2_q1,2,q1,5945,102.9,97.0,12789.0,107.5,1.8
tpch_sf2_q1,2,q1,6025,102.87,98.0,12789.0,106.0,1.8
tpch_sf2_q1,2,q1,6106,102.87,98.0,12789.0,107.8,1.8
tpch_sf2_q1,2,q1,6187,102.94,98.0,12789.0,110.3,1.8
tpch_sf2_q1,2,q1,6268,102.97,98.0,12789.0,105.7,1.7
tpch_sf2_q1,2,q1,6347,102.97,98.0,12789.0,108.6,1.8
tpch_sf2_q1,2,q1,6429,102.93,98.0,12789.0,109.0,1.8
