run_id,sf,query,time_offset_ms,power_w,gpu_util_pct,mem_used_mb,cpu_pkg_power_w,cpu_dram_power_w
h2o_sf2gb_q1,2gb,q1,28,60.28,0.0,15.0,105.7,1.9
h2o_sf2gb_q1,2gb,q1,135,57.63,0.0,16.0,105.0,1.8
h2o_sf2gb_q1,2gb,q1,243,51.85,0.0,18.0,102.5,1.8
h2o_sf2gb_q1,2gb,q1,324,51.94,0.0,283.0,106.8,1.9
h2o_sf2gb_q1,2gb,q1,400,51.94,0.0,283.0,109.9,1.9
h2o_sf2gb_q1,2gb,q1,477,51.97,0.0,283.0,112.5,1.9
h2o_sf2gb_q1,2gb,q1,553,52.03,0.0,283.0,107.5,1.8
h2o_sf2gb_q1,2gb,q1,629,51.92,0.0,283.0,112.1,1.9
h2o_sf2gb_q1,2gb,q1,706,51.92,0.0,283.0,109.5,1.8
h2o_sf2gb_q1,2gb,q1,782,52.01,0.0,283.0,109.5,1.9
h2o_sf2gb_q1,2gb,q1,857,51.99,0.0,283.0,107.9,1.8
h2o_sf2gb_q1,2gb,q1,933,51.87,0.0,283.0,109.4,1.8
h2o_sf2gb_q1,2gb,q1,1008,51.87,0.0,283.0,106.9,1.8
h2o_sf2gb_q1,2gb,q1,1084,51.21,0.0,283.0,110.3,1.8
h2o_sf2gb_q1,2gb,q1,1160,51.04,0.0,283.0,108.0,1.8
h2o_sf2gb_q1,2gb,q1,1236,51.0,0.0,283.0,106.8,1.8
h2o_sf2gb_q1,2gb,q1,1312,51.0,0.0,283.0,109.5,1.9
h2o_sf2gb_q1,2gb,q1,1388,50.96,0.0,283.0,109.6,1.9
h2o_sf2gb_q1,2gb,q1,1464,50.75,0.0,283.0,108.9,1.8
h2o_sf2gb_q1,2gb,q1,1539,50.67,0.0,283.0,108.6,1.8
h2o_sf2gb_q1,2gb,q1,1615,50.67,0.0,283.0,109.1,1.8
h2o_sf2gb_q1,2gb,q1,1696,50.67,0.0,283.0,111.1,1.9
h2o_sf2gb_q1,2gb,q1,1772,50.65,0.0,283.0,107.6,1.8
h2o_sf2gb_q1,2gb,q1,1847,50.61,0.0,283.0,106.1,1.8
h2o_sf2gb_q1,2gb,q1,1922,50.58,0.0,283.0,107.1,1.8
h2o_sf2gb_q1,2gb,q1,1998,50.58,0.0,283.0,111.6,1.9
h2o_sf2gb_q1,2gb,q1,2074,50.56,0.0,283.0,109.4,1.8
h2o_sf2gb_q1,2gb,q1,2150,50.52,0.0,283.0,109.8,1.8
h2o_sf2gb_q1,2gb,q1,2226,50.49,0.0,283.0,110.6,1.9
h2o_sf2gb_q1,2gb,q1,2302,50.49,0.0,283.0,108.9,1.8
h2o_sf2gb_q1,2gb,q1,2377,50.49,0.0,283.0,108.2,1.8
h2o_sf2gb_q1,2gb,q1,2453,50.48,0.0,283.0,107.5,1.9
h2o_sf2gb_q1,2gb,q1,2529,50.48,0.0,283.0,112.2,1.9
h2o_sf2gb_q1,2gb,q1,2674,50.45,0.0,303.0,108.6,2.2
h2o_sf2gb_q1,2gb,q1,2750,50.55,14.0,15669.0,106.7,1.8
h2o_sf2gb_q1,2gb,q1,2825,50.59,14.0,15669.0,107.2,1.8
h2o_sf2gb_q1,2gb,q1,2910,50.59,14.0,15669.0,136.5,2.5
h2o_sf2gb_q1,2gb,q1,2987,50.97,14.0,15691.0,106.5,1.8
h2o_sf2gb_q1,2gb,q1,3065,55.38,14.0,15779.0,110.9,1.8
h2o_sf2gb_q1,2gb,q1,3234,67.44,14.0,5589.0,106.9,1.8
h2o_sf2gb_q1,2gb,q1,3311,69.52,23.0,5583.0,109.7,1.8
h2o_sf2gb_q1,2gb,q1,3386,69.72,23.0,5583.0,107.4,1.8
h2o_sf2gb_q1,2gb,q1,3463,68.17,23.0,5583.0,110.3,1.8
h2o_sf2gb_q1,2gb,q1,3539,70.13,23.0,5583.0,109.3,1.8
h2o_sf2gb_q1,2gb,q1,3613,70.13,23.0,5583.0,111.6,1.8
h2o_sf2gb_q1,2gb,q1,3693,70.35,23.0,5583.0,110.1,1.8
h2o_sf2gb_q1,2gb,q1,3767,68.72,0.0,5583.0,110.7,1.8
h2o_sf2gb_q1,2gb,q1,3842,70.57,0.0,5583.0,109.2,1.8
h2o_sf2gb_q1,2gb,q1,3918,69.54,0.0,461.0,107.4,1.8
h2o_sf2gb_q1,2gb,q1,4028,69.69,0.0,15.0,104.4,1.9
h2o_sf2gb_q1,2gb,q1,4146,69.69,0.0,15.0,108.8,1.8
h2o_sf2gb_q1,2gb,q1,4257,55.55,0.0,18.0,110.4,1.8
h2o_sf2gb_q1,2gb,q1,4336,54.23,0.0,283.0,114.3,1.8
h2o_sf2gb_q1,2gb,q1,4413,54.23,0.0,283.0,117.8,1.9
h2o_sf2gb_q1,2gb,q1,4489,54.47,0.0,283.0,116.5,1.9
h2o_sf2gb_q1,2gb,q1,4564,54.29,0.0,283.0,116.9,1.8
h2o_sf2gb_q1,2gb,q1,4640,54.46,0.0,283.0,117.4,1.9
h2o_sf2gb_q1,2gb,q1,4717,54.46,0.0,283.0,115.8,1.8
h2o_sf2gb_q1,2gb,q1,4793,54.46,0.0,283.0,116.0,1.8
h2o_sf2gb_q1,2gb,q1,4868,54.28,0.0,283.0,115.5,1.8
h2o_sf2gb_q1,2gb,q1,4944,53.81,0.0,283.0,120.4,1.9
h2o_sf2gb_q1,2gb,q1,5020,53.42,0.0,283.0,118.8,1.8
h2o_sf2gb_q1,2gb,q1,5096,53.42,0.0,283.0,121.0,1.9
h2o_sf2gb_q1,2gb,q1,5172,53.2,0.0,283.0,118.0,1.8
h2o_sf2gb_q1,2gb,q1,5248,52.67,0.0,283.0,118.7,1.9
h2o_sf2gb_q1,2gb,q1,5324,52.06,0.0,283.0,115.3,1.8
h2o_sf2gb_q1,2gb,q1,5400,52.06,0.0,283.0,118.6,1.9
h2o_sf2gb_q1,2gb,q1,5475,51.97,0.0,283.0,117.4,1.9
h2o_sf2gb_q1,2gb,q1,5551,51.73,0.0,283.0,119.4,1.9
h2o_sf2gb_q1,2gb,q1,5627,51.59,0.0,283.0,118.7,1.9
h2o_sf2gb_q1,2gb,q1,5703,51.59,0.0,283.0,116.9,1.8
h2o_sf2gb_q1,2gb,q1,5779,51.48,0.0,283.0,117.9,1.9
