run_id,sf,query,time_offset_ms,power_w,gpu_util_pct,mem_used_mb,cpu_pkg_power_w,cpu_dram_power_w
h2o_sf2gb_q1,2gb,q1,28,41.92,0.0,15.0,106.8,1.8
h2o_sf2gb_q1,2gb,q1,155,36.61,0.0,16.0,103.9,1.8
h2o_sf2gb_q1,2gb,q1,253,36.79,0.0,18.0,102.1,1.8
h2o_sf2gb_q1,2gb,q1,331,36.79,0.0,47.0,105.8,1.8
h2o_sf2gb_q1,2gb,q1,407,37.02,0.0,283.0,107.8,1.8
h2o_sf2gb_q1,2gb,q1,483,36.94,0.0,283.0,107.4,1.8
h2o_sf2gb_q1,2gb,q1,559,36.95,0.0,283.0,110.4,1.8
h2o_sf2gb_q1,2gb,q1,636,37.11,0.0,283.0,109.5,1.8
h2o_sf2gb_q1,2gb,q1,712,37.11,0.0,283.0,106.7,1.8
h2o_sf2gb_q1,2gb,q1,788,37.12,0.0,283.0,110.7,1.8
h2o_sf2gb_q1,2gb,q1,934,37.05,0.0,283.0,112.9,1.8
h2o_sf2gb_q1,2gb,q1,1010,37.05,0.0,283.0,108.0,1.8
h2o_sf2gb_q1,2gb,q1,1088,36.37,0.0,283.0,110.2,1.9
h2o_sf2gb_q1,2gb,q1,1164,36.2,0.0,283.0,108.5,1.8
h2o_sf2gb_q1,2gb,q1,1241,36.16,0.0,283.0,108.7,1.8
h2o_sf2gb_q1,2gb,q1,1316,36.16,0.0,283.0,108.4,1.8
h2o_sf2gb_q1,2gb,q1,1393,36.14,0.0,283.0,109.5,1.9
h2o_sf2gb_q1,2gb,q1,1470,35.96,0.0,283.0,109.0,1.8
h2o_sf2gb_q1,2gb,q1,1546,35.96,0.0,283.0,110.5,1.9
h2o_sf2gb_q1,2gb,q1,1623,35.96,0.0,283.0,108.9,1.8
h2o_sf2gb_q1,2gb,q1,1699,35.97,0.0,283.0,106.3,1.8
h2o_sf2gb_q1,2gb,q1,1775,35.98,0.0,283.0,109.0,1.8
h2o_sf2gb_q1,2gb,q1,1851,35.97,0.0,283.0,109.8,1.8
h2o_sf2gb_q1,2gb,q1,1927,35.97,0.0,283.0,108.1,1.8
h2o_sf2gb_q1,2gb,q1,2075,35.96,0.0,283.0,111.3,1.8
h2o_sf2gb_q1,2gb,q1,2151,36.01,0.0,283.0,107.9,1.8
h2o_sf2gb_q1,2gb,q1,2227,36.01,0.0,283.0,108.0,1.8
h2o_sf2gb_q1,2gb,q1,2303,36.01,0.0,283.0,108.5,1.8
h2o_sf2gb_q1,2gb,q1,2380,36.05,0.0,283.0,107.5,1.8
h2o_sf2gb_q1,2gb,q1,2456,36.06,0.0,283.0,109.6,1.8
h2o_sf2gb_q1,2gb,q1,2532,36.06,0.0,283.0,108.7,1.8
h2o_sf2gb_q1,2gb,q1,2608,36.06,0.0,283.0,107.9,1.8
h2o_sf2gb_q1,2gb,q1,2830,36.06,0.0,283.0,106.6,2.1
h2o_sf2gb_q1,2gb,q1,2908,36.02,0.0,15669.0,106.9,1.8
h2o_sf2gb_q1,2gb,q1,2984,36.12,0.0,15669.0,109.1,1.8
h2o_sf2gb_q1,2gb,q1,3069,36.1,0.0,15669.0,137.1,2.5
h2o_sf2gb_q1,2gb,q1,3218,36.64,0.0,15691.0,106.3,1.8
h2o_sf2gb_q1,2gb,q1,3296,36.89,0.0,15751.0,112.7,1.8
h2o_sf2gb_q1,2gb,q1,3374,42.39,0.0,15817.0,110.0,1.8
h2o_sf2gb_q1,2gb,q1,3579,49.03,0.0,5583.0,106.8,1.8
h2o_sf2gb_q1,2gb,q1,3656,47.86,0.0,5583.0,107.7,1.8
h2o_sf2gb_q1,2gb,q1,3732,47.84,0.0,5583.0,110.5,1.8
h2o_sf2gb_q1,2gb,q1,3809,47.84,0.0,5583.0,108.4,1.8
h2o_sf2gb_q1,2gb,q1,3886,47.85,0.0,5583.0,108.0,1.8
h2o_sf2gb_q1,2gb,q1,3963,47.87,0.0,5583.0,108.4,1.8
h2o_sf2gb_q1,2gb,q1,4040,48.96,0.0,5583.0,106.0,1.8
h2o_sf2gb_q1,2gb,q1,4117,48.96,0.0,5583.0,110.3,1.8
h2o_sf2gb_q1,2gb,q1,4193,48.39,0.0,5583.0,109.5,1.8
h2o_sf2gb_q1,2gb,q1,4364,46.94,0.0,463.0,110.5,1.8
h2o_sf2gb_q1,2gb,q1,4499,37.41,0.0,459.0,104.9,1.9
