run_id,sf,query,time_offset_ms,power_w,gpu_util_pct,mem_used_mb,cpu_pkg_power_w,cpu_dram_power_w
tpch_sf2_q01,2,q01,27,47.38,10.0,15.0,114.0,2.4
tpch_sf2_q01,2,q01,138,47.39,10.0,16.0,103.8,1.8
tpch_sf2_q01,2,q01,235,47.34,10.0,18.0,102.3,1.8
tpch_sf2_q01,2,q01,316,46.4,10.0,283.0,105.1,1.9
tpch_sf2_q01,2,q01,392,46.46,10.0,283.0,106.0,1.8
tpch_sf2_q01,2,q01,468,46.46,10.0,283.0,105.5,1.8
tpch_sf2_q01,2,q01,545,46.4,1.0,283.0,106.4,1.8
tpch_sf2_q01,2,q01,621,46.53,1.0,283.0,107.2,1.9
tpch_sf2_q01,2,q01,697,46.46,1.0,283.0,106.5,1.8
tpch_sf2_q01,2,q01,773,46.46,1.0,283.0,105.6,1.8
tpch_sf2_q01,2,q01,849,46.65,1.0,283.0,107.1,1.8
tpch_sf2_q01,2,q01,924,46.58,1.0,283.0,107.0,1.8
tpch_sf2_q01,2,q01,1003,46.01,0.0,283.0,104.9,1.8
tpch_sf2_q01,2,q01,1078,46.01,0.0,283.0,107.4,1.8
tpch_sf2_q01,2,q01,1154,46.0,0.0,283.0,108.4,1.8
tpch_sf2_q01,2,q01,1230,46.01,0.0,283.0,108.3,1.8
tpch_sf2_q01,2,q01,1306,45.79,0.0,283.0,108.0,1.8
tpch_sf2_q01,2,q01,1382,45.79,0.0,283.0,108.3,1.8
tpch_sf2_q01,2,q01,1458,45.77,0.0,283.0,106.6,1.8
tpch_sf2_q01,2,q01,1535,45.77,0.0,283.0,107.8,1.8
tpch_sf2_q01,2,q01,1611,45.77,0.0,283.0,109.2,1.8
tpch_sf2_q01,2,q01,1687,45.77,0.0,283.0,108.5,1.8
tpch_sf2_q01,2,q01,1763,45.78,0.0,283.0,108.9,1.9
tpch_sf2_q01,2,q01,1838,45.76,0.0,283.0,109.0,1.8
tpch_sf2_q01,2,q01,1915,45.75,0.0,283.0,107.3,1.8
tpch_sf2_q01,2,q01,1996,45.75,0.0,283.0,105.6,1.8
tpch_sf2_q01,2,q01,2072,45.76,0.0,283.0,108.3,1.8
tpch_sf2_q01,2,q01,2147,45.78,0.0,283.0,108.3,1.8
tpch_sf2_q01,2,q01,2223,45.76,0.0,283.0,109.1,1.9
tpch_sf2_q01,2,q01,2298,45.8,0.0,283.0,108.1,1.8
tpch_sf2_q01,2,q01,2374,45.8,0.0,283.0,109.5,1.8
tpch_sf2_q01,2,q01,2450,45.79,0.0,283.0,107.5,1.8
tpch_sf2_q01,2,q01,2526,45.75,0.0,283.0,108.3,1.9
tpch_sf2_q01,2,q01,2689,45.73,0.0,303.0,106.6,2.2
tpch_sf2_q01,2,q01,2766,45.71,0.0,15669.0,106.7,1.8
tpch_sf2_q01,2,q01,2843,45.74,0.0,15669.0,106.6,1.8
tpch_sf2_q01,2,q01,2919,45.72,0.0,15669.0,107.6,1.8
tpch_sf2_q01,2,q01,3007,45.66,0.0,15669.0,146.2,2.8
tpch_sf2_q01,2,q01,3084,45.66,0.0,15691.0,107.3,1.9
tpch_sf2_q01,2,q01,3165,47.8,0.0,15707.0,108.5,1.8
tpch_sf2_q01,2,q01,3244,54.58,0.0,15727.0,106.7,1.8
tpch_sf2_q01,2,q01,3325,64.57,0.0,15745.0,110.1,1.8
tpch_sf2_q01,2,q01,3404,74.27,0.0,15761.0,113.6,1.8
tpch_sf2_q01,2,q01,3490,74.27,85.0,15783.0,110.2,1.8
tpch_sf2_q01,2,q01,3571,80.55,85.0,15801.0,111.1,1.8
tpch_sf2_q01,2,q01,3653,93.8,85.0,15823.0,115.7,2.0
tpch_sf2_q01,2,q01,3734,103.29,85.0,15841.0,111.5,1.8
tpch_sf2_q01,2,q01,3813,106.24,85.0,15841.0,118.7,1.8
tpch_sf2_q01,2,q01,3892,106.24,85.0,15841.0,115.6,1.8
