run_id,sf,query,time_offset_ms,power_w,gpu_util_pct,mem_used_mb,cpu_pkg_power_w,cpu_dram_power_w
h2o_sf1gb_q1,1gb,q1,24,47.89,0.0,15.0,105.0,1.9
h2o_sf1gb_q1,1gb,q1,132,48.41,0.0,18.0,103.0,1.8
h2o_sf1gb_q1,1gb,q1,208,48.23,0.0,3395.0,105.9,1.8
h2o_sf1gb_q1,1gb,q1,282,48.6,0.0,3395.0,108.6,1.8
h2o_sf1gb_q1,1gb,q1,355,45.55,0.0,3395.0,109.2,1.9
h2o_sf1gb_q1,1gb,q1,430,45.55,0.0,3395.0,108.2,1.8
h2o_sf1gb_q1,1gb,q1,503,45.27,0.0,3395.0,108.1,1.8
h2o_sf1gb_q1,1gb,q1,576,42.95,0.0,3395.0,109.5,1.8
h2o_sf1gb_q1,1gb,q1,649,42.95,0.0,3395.0,109.8,1.9
h2o_sf1gb_q1,1gb,q1,722,42.93,0.0,3395.0,107.4,1.7
h2o_sf1gb_q1,1gb,q1,796,42.93,0.0,3395.0,110.7,1.8
h2o_sf1gb_q1,1gb,q1,869,42.91,0.0,3395.0,110.3,1.9
h2o_sf1gb_q1,1gb,q1,943,42.91,0.0,3395.0,108.6,1.9
h2o_sf1gb_q1,1gb,q1,1016,42.99,0.0,3395.0,109.8,1.9
h2o_sf1gb_q1,1gb,q1,1089,43.01,0.0,3395.0,106.4,1.8
h2o_sf1gb_q1,1gb,q1,1190,42.95,0.0,3403.0,108.2,2.2
h2o_sf1gb_q1,1gb,q1,1267,42.59,0.0,3455.0,105.2,1.8
h2o_sf1gb_q1,1gb,q1,1341,42.59,0.0,3437.0,106.9,2.0
h2o_sf1gb_q1,1gb,q1,1414,43.04,0.0,3437.0,108.8,1.8
h2o_sf1gb_q1,1gb,q1,1487,42.98,0.0,3437.0,109.1,1.8
h2o_sf1gb_q1,1gb,q1,1560,42.99,0.0,3437.0,109.4,1.8
h2o_sf1gb_q1,1gb,q1,1639,42.99,0.0,3437.0,108.0,1.8
h2o_sf1gb_q1,1gb,q1,1734,43.04,0.0,3437.0,104.7,1.8
h2o_sf1gb_q1,1gb,q1,1818,43.1,0.0,3437.0,107.9,1.9
h2o_sf1gb_q1,1gb,q1,1893,43.07,0.0,3441.0,103.9,1.9
h2o_sf1gb_q1,1gb,q1,1971,44.5,0.0,3443.0,105.5,1.9
h2o_sf1gb_q1,1gb,q1,2053,44.5,0.0,3447.0,108.8,1.8
h2o_sf1gb_q1,1gb,q1,2135,51.69,0.0,3447.0,108.2,1.8
h2o_sf1gb_q1,1gb,q1,2217,61.86,0.0,3447.0,106.5,1.8
h2o_sf1gb_q1,1gb,q1,2299,71.88,0.0,3447.0,107.5,1.8
h2o_sf1gb_q1,1gb,q1,2377,78.52,0.0,3447.0,106.7,1.8
h2o_sf1gb_q1,1gb,q1,2458,87.45,96.0,3447.0,107.6,1.8
h2o_sf1gb_q1,1gb,q1,2540,87.45,96.0,3447.0,106.9,1.8
h2o_sf1gb_q1,1gb,q1,2622,102.22,96.0,3447.0,109.2,1.8
h2o_sf1gb_q1,1gb,q1,2704,112.48,96.0,3447.0,108.7,1.8
h2o_sf1gb_q1,1gb,q1,2786,122.75,96.0,3447.0,106.5,1.8
h2o_sf1gb_q1,1gb,q1,2868,133.01,96.0,3447.0,107.1,1.8
h2o_sf1gb_q1,1gb,q1,2950,133.01,95.0,3447.0,106.2,1.8
h2o_sf1gb_q1,1gb,q1,3031,141.78,95.0,3447.0,106.9,1.8
h2o_sf1gb_q1,1gb,q1,3113,142.09,95.0,3447.0,107.0,1.8
h2o_sf1gb_q1,1gb,q1,3192,145.15,95.0,3447.0,106.4,1.8
h2o_sf1gb_q1,1gb,q1,3273,145.24,95.0,3447.0,107.3,1.8
h2o_sf1gb_q1,1gb,q1,3351,145.24,95.0,3447.0,105.9,1.8
h2o_sf1gb_q1,1gb,q1,3433,145.31,95.0,3447.0,106.9,1.8
h2o_sf1gb_q1,1gb,q1,3512,145.28,95.0,3447.0,104.4,1.7
h2o_sf1gb_q1,1gb,q1,3594,145.24,95.0,3447.0,108.8,1.8
h2o_sf1gb_q1,1gb,q1,3676,145.23,95.0,3447.0,107.0,1.8
h2o_sf1gb_q1,1gb,q1,3758,145.22,95.0,3447.0,107.3,1.8
